Date,Open,High,Low,Close,Volume,,
1980-03-17 00:00:00-05:00,0.181499749,0.184403567,0.181499749,0.181499749,10924800,,
1980-03-18 00:00:00-05:00,0.181499747,0.182951655,0.180047855,0.180047855,17068800,,
1980-03-19 00:00:00-05:00,0.184403628,0.187307995,0.184403628,0.184403628,18508800,,
1980-03-20 00:00:00-05:00,0.184403598,0.186581445,0.183677644,0.183677644,11174400,,
1980-03-21 00:00:00-05:00,0.180047973,0.180047973,0.177143589,0.177143589,12172800,,
1980-03-24 00:00:00-05:00,0.176417558,0.176417558,0.17351374,0.17351374,8966400,,
1980-03-25 00:00:00-05:00,0.17423965,0.177143451,0.17423965,0.17423965,11347200,,
1980-03-26 00:00:00-05:00,0.174239664,0.175691573,0.172787756,0.172787756,16262400,,
1980-03-27 00:00:00-05:00,0.169883992,0.169883992,0.166979626,0.166979626,26918400,,
1980-03-28 00:00:00-05:00,0.17351374,0.176417558,0.17351374,0.17351374,20102400,,
1980-03-31 00:00:00-05:00,0.1793219,0.182225701,0.1793219,0.1793219,9004800,,
1980-04-01 00:00:00-05:00,0.180047855,0.182951655,0.180047855,0.180047855,8179200,,
1980-04-02 00:00:00-05:00,0.181499749,0.184403567,0.181499749,0.181499749,12556800,,
1980-04-03 00:00:00-05:00,0.18077382,0.18077382,0.177869454,0.177869454,6988800,,
1980-04-07 00:00:00-05:00,0.176417558,0.176417558,0.17351374,0.17351374,13478400,,
1980-04-08 00:00:00-05:00,0.17423965,0.177143451,0.17423965,0.17423965,29184000,,
1980-04-09 00:00:00-05:00,0.173513692,0.173513692,0.170609891,0.170609891,11558400,,
1980-04-10 00:00:00-05:00,0.170609981,0.172787828,0.169884026,0.169884026,14784000,,
1980-04-11 00:00:00-05:00,0.169884026,0.172787828,0.169884026,0.169884026,9523200,,
1980-04-14 00:00:00-05:00,0.17133595,0.174239753,0.17133595,0.17133595,8025600,,
1980-04-15 00:00:00-05:00,0.171335873,0.172061811,0.169157445,0.169157445,10598400,,
1980-04-16 00:00:00-05:00,0.165527637,0.165527637,0.162623838,0.162623838,10752000,,
1980-04-17 00:00:00-05:00,0.162623864,0.162623864,0.159719482,0.159719482,17702400,,
1980-04-18 00:00:00-05:00,0.161897913,0.164801713,0.161897913,0.161897913,18739200,,
1980-04-21 00:00:00-05:00,0.16189794,0.163349832,0.160445467,0.160445467,9043200,,
1980-04-22 00:00:00-05:00,0.167705625,0.170609992,0.167705625,0.167705625,20428800,,
1980-04-23 00:00:00-05:00,0.177869454,0.18077382,0.177869454,0.177869454,14822400,,
1980-04-24 00:00:00-05:00,0.178595886,0.181499685,0.178595886,0.178595886,8832000,,
1980-04-25 00:00:00-05:00,0.178595865,0.178595865,0.1756915,0.1756915,7104000,,
1980-04-28 00:00:00-04:00,0.175691559,0.177143451,0.17423965,0.17423965,6931200,,
1980-04-29 00:00:00-04:00,0.1756915,0.178595865,0.1756915,0.1756915,6297600,,
1980-04-30 00:00:00-04:00,0.177869454,0.18077382,0.177869454,0.177869454,7065600,,
1980-05-01 00:00:00-04:00,0.178595886,0.181499685,0.178595886,0.178595886,7008000,,
1980-05-02 00:00:00-04:00,0.181499749,0.184403567,0.181499749,0.181499749,5510400,,
1980-05-05 00:00:00-04:00,0.183677644,0.186581445,0.183677644,0.183677644,3513600,,
1980-05-06 00:00:00-04:00,0.183677628,0.185855475,0.182951674,0.182951674,6988800,,
1980-05-07 00:00:00-04:00,0.182951674,0.185855475,0.182951674,0.182951674,6393600,,
1980-05-08 00:00:00-04:00,0.182951673,0.183677627,0.18077381,0.18077381,7468800,,
1980-05-09 00:00:00-04:00,0.182951674,0.185855475,0.182951674,0.182951674,16684800,,
1980-05-12 00:00:00-04:00,0.182951554,0.185129416,0.1822256,0.1822256,8582400,,
1980-05-13 00:00:00-04:00,0.185855463,0.188759846,0.185855463,0.185855463,7372800,,
1980-05-14 00:00:00-04:00,0.188759759,0.191663559,0.188759759,0.188759759,4742400,,
1980-05-15 00:00:00-04:00,0.190211713,0.19311553,0.190211713,0.190211713,8102400,,
1980-05-16 00:00:00-04:00,0.192389607,0.195293408,0.192389607,0.192389607,4838400,,
1980-05-19 00:00:00-04:00,0.193115458,0.196019822,0.193115458,0.193115458,8640000,,
1980-05-20 00:00:00-04:00,0.193115561,0.193841515,0.190937698,0.190937698,21811200,,
1980-05-21 00:00:00-04:00,0.189485844,0.189485844,0.186581478,0.186581478,10540800,,
1980-05-22 00:00:00-04:00,0.186581475,0.187307995,0.184403628,0.184403628,5318400,,
1980-05-23 00:00:00-04:00,0.190937698,0.193841515,0.190937698,0.190937698,29779200,,
1980-05-27 00:00:00-04:00,0.190937668,0.19311553,0.190211713,0.190211713,8332800,,
1980-05-28 00:00:00-04:00,0.194567353,0.197471733,0.194567353,0.194567353,6700800,,
1980-05-29 00:00:00-04:00,0.194567353,0.197471733,0.194567353,0.194567353,7660800,,
1980-05-30 00:00:00-04:00,0.197471783,0.200375583,0.197471783,0.197471783,5721600,,
1980-06-02 00:00:00-04:00,0.198197767,0.201101585,0.198197767,0.198197767,6355200,,
1980-06-03 00:00:00-04:00,0.196019822,0.196019822,0.193115458,0.193115458,15244800,,
1980-06-04 00:00:00-04:00,0.196019962,0.198923764,0.196019962,0.196019962,7680000,,
1980-06-05 00:00:00-04:00,0.196019962,0.198923764,0.196019962,0.196019962,6470400,,
1980-06-06 00:00:00-04:00,0.196019825,0.197471733,0.194567353,0.194567353,28723200,,
1980-06-09 00:00:00-04:00,0.194567349,0.196019822,0.193115458,0.193115458,7545600,,
1980-06-10 00:00:00-04:00,0.195293397,0.198197762,0.195293397,0.195293397,17280000,,
1980-06-11 00:00:00-04:00,0.197471783,0.200375583,0.197471783,0.197471783,3206400,,
1980-06-12 00:00:00-04:00,0.197471733,0.197471733,0.194567353,0.194567353,10809600,,
1980-06-13 00:00:00-04:00,0.194567353,0.197471733,0.194567353,0.194567353,3590400,,
1980-06-16 00:00:00-04:00,0.194567353,0.197471733,0.194567353,0.194567353,7987200,,
1980-06-17 00:00:00-04:00,0.194567425,0.196745853,0.193841487,0.193841487,12864000,,
1980-06-18 00:00:00-04:00,0.193841516,0.195293408,0.192389607,0.192389607,8064000,,
1980-06-19 00:00:00-04:00,0.191663559,0.191663559,0.188759759,0.188759759,13689600,,
1980-06-20 00:00:00-04:00,0.189485669,0.192389485,0.189485669,0.189485669,7027200,,
