Date,Open,High,Low,Close,Volume
1980-12-12 00:00:00-05:00,0.098834477,0.099264169,0.098834477,0.098834477,469033600
1980-12-15 00:00:00-05:00,0.094107912,0.094107912,0.093678221,0.093678221,175884800
1980-12-16 00:00:00-05:00,0.087232108,0.087232108,0.086802423,0.086802423,105728000
1980-12-17 00:00:00-05:00,0.08895082,0.089380511,0.08895082,0.08895082,86441600
1980-12-18 00:00:00-05:00,0.091529764,0.09195945,0.091529764,0.091529764,73449600
1980-12-19 00:00:00-05:00,0.097115703,0.097545394,0.097115703,0.097115703,48630400
1980-12-22 00:00:00-05:00,0.101842307,0.102272767,0.101842307,0.101842307,37363200
1980-12-23 00:00:00-05:00,0.106139936,0.106569627,0.106139936,0.106139936,46950400
1980-12-24 00:00:00-05:00,0.111725867,0.112155558,0.111725867,0.111725867,48003200
1980-12-26 00:00:00-05:00,0.122039199,0.12246889,0.122039199,0.122039199,55574400
1980-12-29 00:00:00-05:00,0.123757936,0.124187627,0.123757936,0.123757936,93161600
1980-12-30 00:00:00-05:00,0.121179802,0.121179802,0.120750122,0.120750122,68880000
1980-12-31 00:00:00-05:00,0.117742234,0.117742234,0.117312543,0.117312543,35750400
1981-01-02 00:00:00-05:00,0.118601583,0.119460965,0.118601583,0.118601583,21660800
1981-01-05 00:00:00-05:00,0.116453175,0.116453175,0.116023496,0.116023496,35728000
1981-01-06 00:00:00-05:00,0.111296238,0.111296238,0.110866547,0.110866547,45158400
1981-01-07 00:00:00-05:00,0.106569627,0.106569627,0.106139936,0.106139936,55686400
1981-01-08 00:00:00-05:00,0.104421188,0.104421188,0.103991508,0.103991508,39827200
1981-01-09 00:00:00-05:00,0.109577447,0.110007138,0.109577447,0.109577447,21504000
1981-01-12 00:00:00-05:00,0.109577423,0.109577423,0.108718053,0.108718053,23699200
1981-01-13 00:00:00-05:00,0.105280565,0.105280565,0.104850873,0.104850873,23049600
1981-01-14 00:00:00-05:00,0.10528063,0.105710322,0.10528063,0.10528063,14291200
1981-01-15 00:00:00-05:00,0.107428998,0.108288369,0.107428998,0.107428998,14067200
1981-01-16 00:00:00-05:00,0.106999264,0.106999264,0.106569573,0.106569573,13395200
1981-01-19 00:00:00-05:00,0.113014929,0.11344462,0.113014929,0.113014929,41574400
1981-01-20 00:00:00-05:00,0.110007138,0.110007138,0.109577447,0.109577447,30083200
1981-01-21 00:00:00-05:00,0.111725867,0.112585238,0.111725867,0.111725867,15904000
1981-01-22 00:00:00-05:00,0.113014929,0.113874311,0.113014929,0.113014929,35548800
1981-01-23 00:00:00-05:00,0.11301493,0.113444621,0.112585239,0.112585239,11222400
1981-01-26 00:00:00-05:00,0.111296238,0.111296238,0.110866547,0.110866547,24640000
1981-01-27 00:00:00-05:00,0.110866523,0.110866523,0.110007152,0.110007152,23699200
1981-01-28 00:00:00-05:00,0.106999264,0.106999264,0.106569573,0.106569573,28156800
1981-01-29 00:00:00-05:00,0.10313213,0.10313213,0.102702439,0.102702439,43904000
1981-01-30 00:00:00-05:00,0.097975085,0.097975085,0.097115703,0.097115703,46188800
1981-02-02 00:00:00-05:00,0.09195945,0.09195945,0.091529764,0.091529764,23766400
1981-02-03 00:00:00-05:00,0.094967291,0.095396976,0.094967291,0.094967291,19152000
