Date,Open,High,Low,Close,Volume
1997-05-15 00:00:00-04:00,0.121875003,0.125,0.096354,0.097916998,1443120000
1997-05-16 00:00:00-04:00,0.098438002,0.098958001,0.085417002,0.086457998,294000000
1997-05-19 00:00:00-04:00,0.088021003,0.088541999,0.081249997,0.085417002,122136000
1997-05-20 00:00:00-04:00,0.086457998,0.087499999,0.081771001,0.081771001,109344000
1997-05-21 00:00:00-04:00,0.081771001,0.082291998,0.068750001,0.071354002,377064000
1997-05-22 00:00:00-04:00,0.071874999,0.072396003,0.065624997,0.069792002,235536000
1997-05-23 00:00:00-04:00,0.070312999,0.076041996,0.066666998,0.075000003,318744000
1997-05-27 00:00:00-04:00,0.075521,0.082291998,0.072916999,0.079167001,173952000
1997-05-28 00:00:00-04:00,0.081249997,0.081771001,0.076563001,0.076563001,91488000
1997-05-29 00:00:00-04:00,0.077082999,0.077082999,0.073958002,0.075259998,69456000
1997-05-30 00:00:00-04:00,0.075000003,0.075521,0.073958002,0.075000003,51888000
1997-06-02 00:00:00-04:00,0.075521,0.076563001,0.075000003,0.075521,11832000
1997-06-03 00:00:00-04:00,0.076563001,0.076563001,0.073958002,0.073958002,23664000
1997-06-04 00:00:00-04:00,0.073958002,0.074478999,0.069792002,0.070832998,61608000
1997-06-05 00:00:00-04:00,0.070832998,0.077082999,0.068750001,0.077082999,113448000
1997-06-06 00:00:00-04:00,0.075781003,0.085417002,0.075521,0.082813002,156144000
1997-06-09 00:00:00-04:00,0.082813002,0.085417002,0.082813002,0.084375001,47040000
1997-06-10 00:00:00-04:00,0.085417002,0.085417002,0.076563001,0.079167001,109176000
1997-06-11 00:00:00-04:00,0.079687998,0.080208004,0.076563001,0.077082999,23760000
1997-06-12 00:00:00-04:00,0.079167001,0.082291998,0.077604003,0.080208004,32640000
1997-06-13 00:00:00-04:00,0.081249997,0.081249997,0.079167001,0.079167001,13872000
1997-06-16 00:00:00-04:00,0.080208004,0.080208004,0.078125,0.078645997,18264000
1997-06-17 00:00:00-04:00,0.079948001,0.079948001,0.07474,0.075259998,94128000
1997-06-18 00:00:00-04:00,0.076041996,0.076823004,0.075000003,0.075521,49296000
1997-06-19 00:00:00-04:00,0.075521,0.076563001,0.075000003,0.075521,20064000
1997-06-20 00:00:00-04:00,0.076563001,0.077604003,0.075000003,0.076301999,67752000
1997-06-23 00:00:00-04:00,0.077082999,0.077082999,0.073958002,0.075000003,20952000
1997-06-24 00:00:00-04:00,0.075259998,0.076301999,0.073958002,0.075521,15024000
1997-06-25 00:00:00-04:00,0.076301999,0.076301999,0.074478999,0.075521,42120000
1997-06-26 00:00:00-04:00,0.076041996,0.076041996,0.075259998,0.075521,63792000
1997-06-27 00:00:00-04:00,0.075781003,0.075781003,0.073958002,0.074478999,23760000
1997-06-30 00:00:00-04:00,0.075521,0.079948001,0.073958002,0.077082999,54936000
1997-07-01 00:00:00-04:00,0.077082999,0.077082999,0.075521,0.075781003,25848000
1997-07-02 00:00:00-04:00,0.075781003,0.079687998,0.075521,0.079426996,77640000
1997-07-03 00:00:00-04:00,0.079948001,0.095833004,0.079687998,0.095573001,251544000
1997-07-07 00:00:00-04:00,0.091666996,0.101042002,0.091666996,0.100000001,161064000
1997-07-08 00:00:00-04:00,0.102082998,0.116667002,0.102082998,0.115103997,310344000
1997-07-09 00:00:00-04:00,0.115103997,0.119271003,0.113541998,0.116145998,165240000
1997-07-10 00:00:00-04:00,0.116667002,0.128646001,0.116667002,0.128124997,181032000
1997-07-11 00:00:00-04:00,0.126041993,0.126041993,0.110417001,0.114583001,210624000
1997-07-14 00:00:00-04:00,0.116145998,0.116667002,0.105728999,0.106771,92088000
1997-07-15 00:00:00-04:00,0.106771,0.123957999,0.106771,0.121875003,185496000
1997-07-16 00:00:00-04:00,0.122396,0.124739997,0.115103997,0.116667002,60480000
1997-07-17 00:00:00-04:00,0.117187999,0.117187999,0.107813001,0.110937998,63384000
1997-07-18 00:00:00-04:00,0.109375,0.110937998,0.107813001,0.107813001,15600000
1997-07-21 00:00:00-04:00,0.108854003,0.109895997,0.107291996,0.109114997,11496000
1997-07-22 00:00:00-04:00,0.108332999,0.109375,0.103124999,0.106771,31272000
1997-07-23 00:00:00-04:00,0.109375,0.116667002,0.108854003,0.114583001,65184000
1997-07-24 00:00:00-04:00,0.115103997,0.115625001,0.110937998,0.113021001,24336000
1997-07-25 00:00:00-04:00,0.110937998,0.112499997,0.110937998,0.111458004,12408000
1997-07-28 00:00:00-04:00,0.111458004,0.119791999,0.110937998,0.116145998,51480000
1997-07-29 00:00:00-04:00,0.118229002,0.125,0.116667002,0.123957999,96288000
1997-07-30 00:00:00-04:00,0.125,0.125259995,0.121353999,0.122396,50352000
1997-07-31 00:00:00-04:00,0.121875003,0.121875003,0.116667002,0.119791999,29088000
1997-08-01 00:00:00-04:00,0.117187999,0.120833002,0.112499997,0.120833002,71760000
1997-08-04 00:00:00-04:00,0.118749999,0.120572999,0.115103997,0.115625001,53424000
1997-08-05 00:00:00-04:00,0.116667002,0.116667002,0.107291996,0.110417001,60648000
1997-08-06 00:00:00-04:00,0.110417001,0.115625001,0.109375,0.112499997,24864000
1997-08-07 00:00:00-04:00,0.112499997,0.113021001,0.106250003,0.108854003,40680000
1997-08-08 00:00:00-04:00,0.108332999,0.115103997,0.105208002,0.114583001,44232000
1997-08-11 00:00:00-04:00,0.114583001,0.116667002,0.112499997,0.116406001,24792000
1997-08-12 00:00:00-04:00,0.114063002,0.115103997,0.109895997,0.109895997,11424000
1997-08-13 00:00:00-04:00,0.111458004,0.111458004,0.108332999,0.109895997,11808000
1997-08-14 00:00:00-04:00,0.108854003,0.112499997,0.10599,0.107813001,20832000
1997-08-15 00:00:00-04:00,0.106771,0.107813001,0.096874997,0.105728999,31944000
1997-08-18 00:00:00-04:00,0.102604002,0.102604002,0.098438002,0.102082998,35688000
1997-08-19 00:00:00-04:00,0.104688004,0.110417001,0.102604002,0.108332999,20064000
1997-08-20 00:00:00-04:00,0.109375,0.109375,0.103646003,0.108332999,19992000
1997-08-21 00:00:00-04:00,0.106771,0.108594,0.103646003,0.105728999,12480000
1997-08-22 00:00:00-04:00,0.105208002,0.106250003,0.104688004,0.106250003,14256000
1997-08-25 00:00:00-04:00,0.105208002,0.113021001,0.105208002,0.110937998,22536000
1997-08-26 00:00:00-04:00,0.111979,0.117707998,0.111458004,0.117187999,51480000
1997-08-27 00:00:00-04:00,0.115364999,0.116145998,0.112499997,0.115884997,27840000
1997-08-28 00:00:00-04:00,0.115103997,0.119791999,0.114063002,0.118749999,22944000
1997-08-29 00:00:00-04:00,0.118229002,0.118749999,0.116145998,0.116926998,14448000
1997-09-02 00:00:00-04:00,0.117187999,0.118749999,0.116667002,0.117707998,14640000
1997-09-03 00:00:00-04:00,0.117187999,0.120833002,0.115625001,0.116667002,39288000
1997-09-04 00:00:00-04:00,0.118229002,0.127603993,0.117187999,0.127603993,66960000
1997-09-05 00:00:00-04:00,0.129167005,0.133332998,0.122916996,0.125,38160000
1997-09-08 00:00:00-04:00,0.126562998,0.151041999,0.125,0.150000006,112968000
