Date,Open,High,Low,Close,Volume
1986-03-13 00:00:00-05:00,0.054485399,0.062498029,0.054485399,0.059826743,1031788800
1986-03-14 00:00:00-05:00,0.059826745,0.063032166,0.059826745,0.061963283,308160000
1986-03-17 00:00:00-05:00,0.061963253,0.06356627,0.061963253,0.063032135,133171200
1986-03-18 00:00:00-05:00,0.063032153,0.063566287,0.060895001,0.061429136,67766400
1986-03-19 00:00:00-05:00,0.06142914,0.061963274,0.059826737,0.060360871,47894400
1986-03-20 00:00:00-05:00,0.060360848,0.060360848,0.058224311,0.058758445,58435200
1986-03-21 00:00:00-05:00,0.058758467,0.059826735,0.056087795,0.057156064,59990400
1986-03-24 00:00:00-05:00,0.057156055,0.057156055,0.055019518,0.055553652,65289600
1986-03-25 00:00:00-05:00,0.055553677,0.056621946,0.055019543,0.056621946,32083200
1986-03-26 00:00:00-05:00,0.056621921,0.058758458,0.056087787,0.058224324,22752000
1986-03-27 00:00:00-05:00,0.058224324,0.059292592,0.058224324,0.059292592,16848000
1986-03-31 00:00:00-05:00,0.059292579,0.059292579,0.057690177,0.058758445,12873600
1986-04-01 00:00:00-05:00,0.058758458,0.058758458,0.058224324,0.058224324,11088000
1986-04-02 00:00:00-05:00,0.058224311,0.059826713,0.058224311,0.058758445,27014400
1986-04-03 00:00:00-05:00,0.059292592,0.060894995,0.059292592,0.059292592,23040000
1986-04-04 00:00:00-05:00,0.059292592,0.059826726,0.059292592,0.059292592,26582400
1986-04-07 00:00:00-05:00,0.059292593,0.059826727,0.057156056,0.058224324,16560000
1986-04-08 00:00:00-05:00,0.058224311,0.059826713,0.058224311,0.058758445,10252800
1986-04-09 00:00:00-05:00,0.058758474,0.060360877,0.058758474,0.059826743,12153600
1986-04-10 00:00:00-05:00,0.059826737,0.060895006,0.058758468,0.060360871,13881600
1986-04-11 00:00:00-05:00,0.060895001,0.062498019,0.060895001,0.061429136,17222400
1986-04-14 00:00:00-05:00,0.061429148,0.062498031,0.061429148,0.061963283,12153600
1986-04-15 00:00:00-05:00,0.061963283,0.061963283,0.059826745,0.061963283,9302400
1986-04-16 00:00:00-05:00,0.061963285,0.064634571,0.06142915,0.064100437,31910400
1986-04-17 00:00:00-05:00,0.064100442,0.064634576,0.064100442,0.064634576,22003200
1986-04-18 00:00:00-05:00,0.064634532,0.064634532,0.061963247,0.062497996,21628800
1986-04-21 00:00:00-05:00,0.062497996,0.06303213,0.060894979,0.062497996,22924800
1986-04-22 00:00:00-05:00,0.062498019,0.062498019,0.061429136,0.061429136,15552000
1986-04-23 00:00:00-05:00,0.061429144,0.061963279,0.06089501,0.061696209,15609600
1986-04-24 00:00:00-05:00,0.06169622,0.068907653,0.061429156,0.067839384,62352000
1986-04-25 00:00:00-05:00,0.068373511,0.075050809,0.068373511,0.072113067,85795200
1986-04-28 00:00:00-04:00,0.072113042,0.073181311,0.071578294,0.072647177,28886400
1986-04-29 00:00:00-04:00,0.072647181,0.072647181,0.069975895,0.07051003,30326400
1986-04-30 00:00:00-04:00,0.070510037,0.071044171,0.06730523,0.068907633,30902400
1986-05-01 00:00:00-04:00,0.068907653,0.068907653,0.066771115,0.067839384,54345600
1986-05-02 00:00:00-04:00,0.067839384,0.068907653,0.06730525,0.067839384,20246400
1986-05-05 00:00:00-04:00,0.067839371,0.067839371,0.067305237,0.067305237,3254400
1986-05-06 00:00:00-04:00,0.067839384,0.068907653,0.067839384,0.067839384,9734400
1986-05-07 00:00:00-04:00,0.067839384,0.068373519,0.066771115,0.067839384,5155200
1986-05-08 00:00:00-04:00,0.067839396,0.068373531,0.067305262,0.068373531,3542400
1986-05-09 00:00:00-04:00,0.068373519,0.068373519,0.067839384,0.067839384,6076800
1986-05-12 00:00:00-04:00,0.067839396,0.069975935,0.067839396,0.068373531,10483200
1986-05-13 00:00:00-04:00,0.068373499,0.069441768,0.068373499,0.068907633,3830400
1986-05-14 00:00:00-04:00,0.068907666,0.068907666,0.068373531,0.068373531,9302400
1986-05-15 00:00:00-04:00,0.068373531,0.0694418,0.068373531,0.068373531,3801600
1986-05-16 00:00:00-04:00,0.068373499,0.070510037,0.068373499,0.068907633,11952000
1986-05-19 00:00:00-04:00,0.068907653,0.068907653,0.06730525,0.067839384,11001600
1986-05-20 00:00:00-04:00,0.067839371,0.067839371,0.066771103,0.067305237,61977600
1986-05-21 00:00:00-04:00,0.067305242,0.067839376,0.066236973,0.066236973,8092800
1986-05-22 00:00:00-04:00,0.066236973,0.066771107,0.066236973,0.066236973,4406400
1986-05-23 00:00:00-04:00,0.066236973,0.067305242,0.066236973,0.066236973,4089600
1986-05-27 00:00:00-04:00,0.066236993,0.068373531,0.066236993,0.068373531,13881600
1986-05-28 00:00:00-04:00,0.068373493,0.07051003,0.068373493,0.07051003,15523200
1986-05-29 00:00:00-04:00,0.070510049,0.073181336,0.069975915,0.072113067,45676800
1986-05-30 00:00:00-04:00,0.072647183,0.075851989,0.072647183,0.07478372,27072000
1986-06-02 00:00:00-04:00,0.074783714,0.074783714,0.072647177,0.072647177,19728000
1986-06-03 00:00:00-04:00,0.072647177,0.072647177,0.071578294,0.072647177,5011200
1986-06-04 00:00:00-04:00,0.072647201,0.073181336,0.071578318,0.072113067,4723200
1986-06-05 00:00:00-04:00,0.072113055,0.073181324,0.071578306,0.073181324,13708800
1986-06-06 00:00:00-04:00,0.073181324,0.073181324,0.072113055,0.073181324,3427200
1986-06-09 00:00:00-04:00,0.073181357,0.073181357,0.069975935,0.069975935,12672000
1986-06-10 00:00:00-04:00,0.069975935,0.069975935,0.068907666,0.069975935,3427200
1986-06-11 00:00:00-04:00,0.069975935,0.069975935,0.068907666,0.069975935,2304000
