Date,Open,High,Low,Close,Volume,Unnamed: 6,Unnamed: 7,Ticker,Adj Close
2020-01-02,75.66500091552734,75.74500274658203,74.23999786376953,74.55999755859375,2524200.0,,,SRE,63.75049591064453
2020-01-03,74.3949966430664,74.71499633789062,73.83499908447266,73.87999725341797,2529800.0,,,SRE,63.16910934448242
2020-01-06,73.87000274658203,74.56999969482422,73.87000274658203,74.5,2214400.0,,,SRE,63.69921875
2020-01-07,74.17500305175781,74.66000366210938,73.80500030517578,74.44000244140625,2421200.0,,,SRE,63.64791870117188
2020-01-08,74.66500091552734,75.23999786376953,74.50499725341797,74.94999694824219,2510000.0,,,SRE,64.083984375
2020-01-09,74.87999725341797,75.11000061035156,74.2750015258789,74.41000366210938,2238800.0,,,SRE,63.62226104736328
2020-01-10,74.625,75.1500015258789,74.56500244140625,74.87999725341797,2288200.0,,,SRE,64.02413940429688
2020-01-13,74.9000015258789,75.9000015258789,74.875,75.58499908447266,1936600.0,,,SRE,64.62690734863281
2020-01-14,75.625,75.96499633789062,75.19499969482422,75.61000061035156,2682800.0,,,SRE,64.64828491210938
2020-01-15,75.88999938964844,77.23500061035156,75.88999938964844,77.06999969482422,2060600.0,,,SRE,65.8966064453125
2020-01-16,77.26000213623047,77.98999786376953,77.13999938964844,77.58999633789062,2856000.0,,,SRE,66.34121704101562
2020-01-17,77.73999786376953,78.6500015258789,77.56999969482422,78.5999984741211,2891400.0,,,SRE,67.20481872558594
2020-01-21,78.51000213623047,79.05999755859375,78.20999908447266,78.9800033569336,3016200.0,,,SRE,67.52972412109375
2020-01-22,79.08999633789062,79.40499877929688,78.54000091552734,78.7750015258789,1799400.0,,,SRE,67.35443115234375
2020-01-23,78.7249984741211,80.08999633789062,78.52999877929688,80.02999877929688,3067000.0,,,SRE,68.427490234375
2020-01-24,79.8949966430664,80.25499725341797,79.50499725341797,79.87999725341797,1962200.0,,,SRE,68.29923248291016
2020-01-27,79.57499694824219,80.0999984741211,78.93000030517578,79.2699966430664,1898200.0,,,SRE,67.77767181396484
2020-01-28,79.4749984741211,79.9749984741211,79.2750015258789,79.91000366210938,2001400.0,,,SRE,68.32489013671875
2020-01-29,79.73500061035156,79.90499877929688,79.0999984741211,79.33999633789062,1924200.0,,,SRE,67.8375244140625
2020-01-30,79.38500213623047,80.69000244140625,79.18499755859375,80.56500244140625,1858000.0,,,SRE,68.88494873046875
2020-01-31,80.2750015258789,80.5999984741211,79.78500366210938,80.31999969482422,3834800.0,,,SRE,68.6754379272461
2020-02-03,80.6449966430664,80.93499755859375,80.2750015258789,80.52999877929688,1917000.0,,,SRE,68.85501098632812
2020-02-04,80.33999633789062,80.83000183105469,79.38999938964844,79.48500061035156,2844000.0,,,SRE,67.96150207519531
2020-02-05,79.47000122070312,80.16000366210938,79.26499938964844,79.5250015258789,1953600.0,,,SRE,67.9957046508789
2020-02-06,79.66999816894531,80.62000274658203,79.31500244140625,80.25,2688200.0,,,SRE,68.61558532714844
2020-02-07,80.33000183105469,80.54000091552734,79.18000030517578,79.29499816894531,2501400.0,,,SRE,67.7990493774414
2020-02-10,79.34500122070312,79.625,78.80000305175781,78.98999786376953,1770200.0,,,SRE,67.53828430175781
2020-02-11,79.26499938964844,79.79000091552734,79.05999755859375,79.27999877929688,1355800.0,,,SRE,67.78622436523438
2020-02-12,78.95500183105469,79.6500015258789,78.78500366210938,79.44499969482422,1651800.0,,,SRE,67.92730712890625
2020-02-13,79.3949966430664,79.8949966430664,78.88500213623047,79.5,2522200.0,,,SRE,67.97433471679688
2020-02-14,79.80999755859375,80.4800033569336,79.80999755859375,80.4800033569336,1548800.0,,,SRE,68.81224822998047
2020-02-18,80.75,80.87999725341797,80.2300033569336,80.44499969482422,2317000.0,,,SRE,68.7823257446289
2020-02-19,80.32499694824219,80.63999938964844,79.82499694824219,79.86499786376953,1580000.0,,,SRE,68.28641510009766
2020-02-20,79.66500091552734,80.13500213623047,79.41999816894531,79.94499969482422,2364400.0,,,SRE,68.35480499267578
2020-02-21,79.78500366210938,80.29499816894531,79.12000274658203,79.21499633789062,2571600.0,,,SRE,67.73065185546875
2020-02-24,78.91999816894531,79.11499786376953,77.05999755859375,77.08000183105469,4131800.0,,,SRE,65.90518188476562
2020-02-25,77.24500274658203,77.38500213623047,74.54499816894531,74.78500366210938,3489800.0,,,SRE,63.942909240722656
2020-02-26,74.9749984741211,75.47000122070312,73.2300033569336,73.43499755859375,4264200.0,,,SRE,62.78860855102539
2020-02-27,73.77999877929688,75.33499908447266,70.69000244140625,70.70999908447266,6428000.0,,,SRE,60.45866394042969
2020-02-28,69.05000305175781,70.41999816894531,67.32499694824219,69.88999938964844,8415400.0,,,SRE,59.75756072998047
2020-03-02,70.2300033569336,71.8499984741211,69.58499908447266,71.11499786376953,6647200.0,,,SRE,60.80495834350586
2020-03-03,71.32499694824219,73.13500213623047,69.97000122070312,70.51000213623047,5068200.0,,,SRE,60.28768157958984
2020-03-04,71.3499984741211,74.0,71.26000213623047,73.91999816894531,3129400.0,,,SRE,63.20330429077149
