Date,Open,High,Low,Close,Volume
2004-08-19 00:00:00-04:00,2.484562165,2.585435379,2.384186738,2.493010521,897427216
2004-08-20 00:00:00-04:00,2.509656725,2.710161195,2.496985855,2.691030264,458857488
2004-08-23 00:00:00-04:00,2.751653556,2.819482057,2.709416286,2.718111992,366857939
2004-08-24 00:00:00-04:00,2.763827503,2.772771507,2.57326143,2.605561018,306396159
2004-08-25 00:00:00-04:00,2.607796708,2.683328186,2.580963507,2.633636236,184645512
2004-08-26 00:00:00-04:00,2.60754836,2.682085458,2.600343164,2.681091785,142572401
2004-08-27 00:00:00-04:00,2.685811981,2.698732101,2.625934059,2.637362957,124826132
2004-08-30 00:00:00-04:00,2.615747006,2.620965332,2.534502506,2.534502506,104429967
2004-08-31 00:00:00-04:00,2.541707971,2.576739803,2.538229404,2.543446779,98825037
2004-09-01 00:00:00-04:00,2.551645755,2.558354115,2.476363524,2.490774155,183633734
2004-09-02 00:00:00-04:00,2.464437662,2.543446756,2.458225901,2.522079229,303810504
2004-09-03 00:00:00-04:00,2.508166654,2.527794423,2.467667955,2.484810829,103538639
2004-09-07 00:00:00-04:00,2.509656639,2.534254195,2.474873107,2.523818731,117506800
2004-09-08 00:00:00-04:00,2.50294834,2.559845729,2.496986066,2.541708231,100186120
2004-09-09 00:00:00-04:00,2.547421861,2.551893862,2.509408299,2.541956186,81620792
2004-09-10 00:00:00-04:00,2.524315734,2.647550158,2.516862001,2.616990089,174804764
2004-09-13 00:00:00-04:00,2.649288811,2.693514134,2.645065108,2.670904636,157628624
2004-09-14 00:00:00-04:00,2.669662699,2.78271019,2.653264011,2.77003932,217608605
2004-09-15 00:00:00-04:00,2.746933107,2.83811624,2.737988151,2.782710314,215279909
2004-09-16 00:00:00-04:00,2.791157519,2.877123278,2.774014646,2.831655979,186207345
2004-09-17 00:00:00-04:00,2.842836542,2.919113159,2.821220715,2.919113159,190350817
2004-09-20 00:00:00-04:00,2.9056961,3.021228249,2.901224098,2.965574026,213585582
2004-09-21 00:00:00-04:00,2.976754625,2.991910391,2.919609893,2.927808762,145262446
2004-09-22 00:00:00-04:00,2.916876744,2.973276104,2.902217577,2.941224813,152344894
2004-09-23 00:00:00-04:00,2.952655009,3.046819637,2.907435058,3.001849174,171524515
2004-09-24 00:00:00-04:00,3.004829629,3.08334189,2.975512722,2.97725153,183336625
2004-09-27 00:00:00-04:00,2.970542982,3.003339409,2.926815443,2.938244343,141994242
2004-09-28 00:00:00-04:00,3.013774623,3.165332271,2.986693124,3.151916265,340190355
2004-09-29 00:00:00-04:00,3.147941334,3.35465662,3.136263898,3.256765127,613229953
2004-09-30 00:00:00-04:00,3.227447086,3.287076716,3.205085886,3.219993353,276468402
2004-10-01 00:00:00-04:00,3.249807964,3.335277122,3.202600907,3.294033527,303934969
2004-10-04 00:00:00-04:00,3.360371677,3.400620888,3.330059193,3.355650187,261693228
2004-10-05 00:00:00-04:00,3.345712766,3.441864504,3.285586298,3.437889338,300887589
2004-10-06 00:00:00-04:00,3.417516164,3.439877125,3.379005765,3.405838728,268900140
2004-10-07 00:00:00-04:00,3.401863792,3.475406266,3.392670299,3.449815035,283643194
